Id,Age,WorkingCondition,FinalWeight,Education,YearsOfEducation,MaritalStatus,Occupation,Relationship,Ethnicity,Gender,InvestmentGains,InvestmentLosses,WeeklyWorkHours,CountryOfOrigin,MonthlyIncome
21112,28,,60726,HighSchoolGraduate,9,NeverMarried,,OwnChild,Black,Male,0,0,40,United-States,0
27424,77,Private,149912,Bachelors,13,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Female,0,0,10,United-States,0
15503,33,Private,91811,HighSchoolGraduate,9,Separated,TransportMoving,NotInFamily,White,Male,0,0,40,United-States,0
32412,52,FederalGovernment,198186,10th,6,Separated,AdministrativeClerk,Unmarried,Black,Female,0,0,40,United-States,0
2510,35,SelfEmployedNotIncluded,90406,HighSchoolGraduate,9,NeverMarried,OtherService,Unmarried,White,Female,0,0,60,United-States,0
7282,24,Private,424494,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,30,United-States,0
9245,22,Private,91733,College,10,NeverMarried,OtherService,OwnChild,White,Female,0,0,35,United-States,0
29586,24,Private,143436,College,10,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,24,United-States,0
4068,22,Private,228516,HighSchoolGraduate,9,NeverMarried,MachinesOperationInspector,OwnChild,White,Male,0,0,40,United-States,0
20105,59,Private,750972,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
24938,73,Private,29778,HighSchoolGraduate,9,Widowed,OtherService,NotInFamily,White,Female,0,0,37,United-States,0
13101,40,Private,294708,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,Black,Male,0,0,40,United-States,1
3146,27,Private,135296,Masters,14,NeverMarried,ExecutiveManagerial,NotInFamily,White,Female,0,0,40,United-States,0
31468,28,Private,197113,HighSchoolGraduate,9,NeverMarried,MachinesOperationInspector,OwnChild,Other,Male,0,0,50,Puerto-Rico,0
17514,18,,142043,11th,7,NeverMarried,,OtherRelative,White,Male,0,0,15,United-States,0
8698,26,Private,177635,12th,8,MarriedAbsentSpouse,TransportMoving,Unmarried,White,Male,0,0,40,Mexico,0
5132,32,Private,80356,Bachelors,13,MarriedCivilianSpouse,TechSupport,Husband,White,Male,0,0,50,United-States,0
24311,35,Private,172252,College,10,Divorced,ExecutiveManagerial,NotInFamily,White,Female,0,0,40,United-States,0
24846,30,Private,94235,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,1977,50,United-States,1
21895,46,Private,269034,College,10,MarriedCivilianSpouse,CraftRepair,Husband,Other,Male,0,0,40,Dominican-Republic,0
16925,42,LocalGovernment,29075,AssociatesAcademy,12,MarriedCivilianSpouse,ProfessionalSpecialty,Wife,AmericanIndianEskimo,Female,0,0,40,United-States,0
20620,67,Private,89346,Bachelors,13,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,40,United-States,1
21892,34,Private,185216,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Male,0,0,40,United-States,0
24208,25,,177812,Bachelors,13,NeverMarried,,NotInFamily,White,Male,0,0,40,United-States,0
7397,48,SelfEmployedNotIncluded,160724,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,AsianPacificIslander,Male,0,0,40,Japan,0
26861,40,Private,69333,Bachelors,13,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,40,United-States,0
11561,47,SelfEmployedNotIncluded,228660,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,1977,40,United-States,1
17139,40,Private,336707,AssociatesVocationalSchool,11,Separated,CraftRepair,NotInFamily,White,Female,0,0,60,United-States,0
26334,46,Private,166269,College,10,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,0
29991,45,Private,205816,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,40,United-States,1
31192,34,Private,225548,Bachelors,13,MarriedCivilianSpouse,ProtectiveServices,Husband,Black,Male,0,0,30,United-States,0
2543,47,SelfEmployedNotIncluded,185673,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,50,United-States,1
6074,47,Private,102308,Masters,14,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,40,United-States,1
26970,34,Private,253616,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,60,United-States,1
20410,31,Private,179673,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,1
21603,59,Private,122283,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,AsianPacificIslander,Male,99999,0,40,India,1
24417,43,SelfEmployedIncluded,247981,HighSchoolGraduate,9,Divorced,CraftRepair,Unmarried,White,Male,5455,0,50,United-States,0
30458,65,Private,136384,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,50,United-States,1
238,46,LocalGovernment,93639,Bachelors,13,Divorced,ProfessionalSpecialty,Unmarried,White,Female,0,0,40,United-States,0
20656,32,StateGovernment,253354,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,50,United-States,0
22260,46,Private,133938,Masters,14,Divorced,ExecutiveManagerial,NotInFamily,White,Female,27828,0,50,United-States,1
23042,24,Private,137591,College,10,NeverMarried,Sales,OwnChild,White,Male,0,1762,40,United-States,0
16485,38,Private,162164,11th,7,Widowed,CraftRepair,Unmarried,White,Male,0,0,40,United-States,0
23089,66,Private,216856,Masters,14,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,50,United-States,0
30352,60,SelfEmployedNotIncluded,78913,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,50,United-States,0
28540,29,LocalGovernment,375655,Bachelors,13,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,0,40,United-States,0
5193,48,Private,65353,AssociatesVocationalSchool,11,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,42,United-States,0
21747,19,Private,323421,College,10,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,20,United-States,0
4767,46,StateGovernment,27802,AssociatesAcademy,12,MarriedCivilianSpouse,TechSupport,Husband,White,Male,0,0,38,United-States,1
23888,78,SelfEmployedNotIncluded,59583,7th-8th,4,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,25,United-States,0
1621,43,Private,91959,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,45,United-States,1
8794,27,Private,491421,5th-6th,3,NeverMarried,FarmingFishing,Unmarried,White,Male,0,0,50,United-States,0
21302,36,LocalGovernment,379672,AssociatesVocationalSchool,11,Divorced,ExecutiveManagerial,Unmarried,White,Female,0,0,60,United-States,0
1309,26,Private,172230,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,NotInFamily,White,Male,0,0,40,United-States,0
14375,46,SelfEmployedNotIncluded,102388,AssociatesAcademy,12,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,60,United-States,0
1583,43,Private,413297,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,45,United-States,0
29884,50,Private,421132,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
32836,35,Private,220098,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,40,United-States,1
2432,26,Private,147638,Bachelors,13,NeverMarried,AdministrativeClerk,OtherRelative,AsianPacificIslander,Female,0,0,40,Hong,0
33766,49,SelfEmployedNotIncluded,117634,College,10,Widowed,CraftRepair,Unmarried,White,Female,0,0,30,United-States,0
1045,24,Private,88095,College,10,NeverMarried,MachinesOperationInspector,NotInFamily,White,Female,0,0,24,Mexico,0
31440,26,StateGovernment,287420,Bachelors,13,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Female,0,0,60,United-States,0
5010,21,Private,149637,College,10,NeverMarried,AdministrativeClerk,NotInFamily,White,Female,0,0,25,United-States,0
24233,34,Private,222130,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,Unmarried,White,Female,0,0,40,United-States,0
17872,20,Private,285671,HighSchoolGraduate,9,NeverMarried,OtherService,OtherRelative,Black,Male,0,0,25,United-States,0
7634,26,Private,111243,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,Unmarried,White,Female,0,0,35,United-States,0
10932,20,Private,290504,HighSchoolGraduate,9,NeverMarried,OtherService,OtherRelative,White,Male,0,0,40,United-States,0
29191,27,,280699,College,10,NeverMarried,,Unmarried,White,Female,0,0,40,United-States,0
5796,47,Private,236805,College,10,Divorced,Sales,Unmarried,White,Female,0,0,60,United-States,0
5492,17,Private,98005,11th,7,NeverMarried,Sales,OwnChild,White,Female,0,0,16,United-States,0
31968,52,Private,196894,11th,7,Separated,HandlersCleaners,Unmarried,White,Male,0,0,40,United-States,0
17003,28,Private,171133,AssociatesVocationalSchool,11,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,40,United-States,0
20184,19,Private,248600,10th,6,NeverMarried,OtherService,OtherRelative,White,Female,34095,0,24,United-States,0
11798,20,Private,224640,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,40,United-States,0
25962,18,Private,46247,College,10,NeverMarried,OtherService,OwnChild,White,Female,0,0,15,United-States,0
13952,35,Private,36989,HighSchoolGraduate,9,Divorced,CraftRepair,Unmarried,White,Male,0,0,40,United-States,0
1601,39,SelfEmployedNotIncluded,163204,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,40,United-States,0
29579,38,Private,161141,College,10,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,48,United-States,1
1850,26,Private,93017,AssociatesVocationalSchool,11,MarriedCivilianSpouse,HandlersCleaners,Husband,White,Male,0,0,40,United-States,0
1753,26,Private,120238,Bachelors,13,NeverMarried,CraftRepair,NotInFamily,White,Male,3325,0,40,United-States,0
27202,42,SelfEmployedIncluded,50122,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,60,United-States,0
2041,21,Private,383603,10th,6,NeverMarried,OtherService,NotInFamily,White,Female,0,0,35,United-States,0
18468,54,Private,142169,HighSchoolGraduate,9,NeverMarried,HandlersCleaners,OwnChild,White,Male,0,0,40,United-States,0
7966,32,Private,390997,1st-4th,2,NeverMarried,FarmingFishing,NotInFamily,Other,Male,0,0,50,Mexico,0
5232,23,Private,223019,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,40,United-States,0
547,32,Private,196125,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,1
6200,51,Private,335997,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,4386,0,55,United-States,1
30267,22,Private,29810,College,10,NeverMarried,TransportMoving,OwnChild,White,Female,0,0,30,United-States,0
29959,27,Private,285897,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,1887,40,United-States,1
30993,43,Private,112131,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,0
5148,56,Private,162301,HighSchoolGraduate,9,Widowed,AdministrativeClerk,Unmarried,White,Female,0,0,40,United-States,0
18208,34,SelfEmployedNotIncluded,313729,College,10,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,50,United-States,0
10738,34,Private,201156,11th,7,NeverMarried,CraftRepair,NotInFamily,White,Female,0,0,30,United-States,0
18052,63,StateGovernment,109735,HighSchoolGraduate,9,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,38,United-States,0
12192,57,Private,176079,Masters,14,Divorced,ProfessionalSpecialty,NotInFamily,White,Female,0,0,40,United-States,0
10695,54,,169785,Masters,14,NeverMarried,,NotInFamily,White,Female,0,0,40,United-States,0
22399,20,Private,161092,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Male,0,0,14,United-States,0
28897,25,Private,234263,Bachelors,13,NeverMarried,Sales,NotInFamily,White,Male,0,0,40,United-States,0
7170,54,StateGovernment,239256,College,10,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,40,United-States,0
16560,47,StateGovernment,119458,HighSchoolGraduate,9,MarriedCivilianSpouse,ProtectiveServices,Husband,AmericanIndianEskimo,Male,0,0,40,United-States,0
22373,58,Private,220896,HighSchoolGraduate,9,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,1
18593,56,SelfEmployedNotIncluded,118614,Masters,14,Separated,Sales,Unmarried,White,Female,0,0,36,United-States,0
11802,49,Private,79436,HighSchoolGraduate,9,MarriedCivilianSpouse,HandlersCleaners,Husband,White,Male,0,0,48,United-States,0
31631,65,,200749,HighSchoolGraduate,9,MarriedCivilianSpouse,,Husband,White,Male,0,0,25,United-States,0
20172,41,Private,205195,AssociatesAcademy,12,Divorced,Sales,NotInFamily,White,Male,0,0,40,United-States,0
33186,56,Private,164332,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Wife,White,Female,0,0,15,United-States,0
14651,51,,163998,HighSchoolGraduate,9,MarriedAbsentSpouse,,NotInFamily,White,Male,0,0,20,United-States,1
15303,31,FederalGovernment,351141,HighSchoolGraduate,9,MarriedCivilianSpouse,TechSupport,Husband,White,Male,0,0,40,United-States,0
15575,34,SelfEmployedIncluded,152109,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
10418,41,Private,77357,Bachelors,13,Divorced,ProfessionalSpecialty,NotInFamily,White,Male,0,0,45,United-States,0
28409,24,Private,207940,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,30,United-States,0
27113,34,SelfEmployedNotIncluded,196512,HighSchoolGraduate,9,Divorced,ExecutiveManagerial,Unmarried,White,Female,0,2472,35,United-States,1
9319,61,Private,159822,7th-8th,4,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,7688,0,40,Poland,1
21458,62,SelfEmployedNotIncluded,271464,Masters,14,Separated,FarmingFishing,NotInFamily,White,Male,0,0,30,United-States,0
32946,40,,161285,College,10,MarriedCivilianSpouse,,Wife,White,Female,0,0,25,United-States,0
18826,20,Private,205975,HighSchoolGraduate,9,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,20,United-States,0
25423,23,StateGovernment,386568,College,10,Separated,ProfessionalSpecialty,NotInFamily,White,Female,0,0,20,United-States,0
17707,28,Private,378460,Bachelors,13,NeverMarried,AdministrativeClerk,NotInFamily,White,Male,10520,0,60,United-States,1
17988,47,SelfEmployedNotIncluded,93208,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,0,75,Italy,0
24399,19,Private,277695,PreSchool,1,NeverMarried,FarmingFishing,NotInFamily,White,Male,0,0,50,Mexico,0
14091,68,,40956,Bachelors,13,MarriedCivilianSpouse,,Husband,White,Male,0,0,25,United-States,0
4066,52,SelfEmployedNotIncluded,417227,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,70,United-States,0
32272,31,Private,136721,HighSchoolGraduate,9,Divorced,MachinesOperationInspector,NotInFamily,White,Female,0,0,40,United-States,0
1295,23,Private,65038,HighSchoolGraduate,9,NeverMarried,Sales,OwnChild,White,Male,0,0,40,United-States,0
15567,33,Private,221324,HighSchoolGraduate,9,NeverMarried,MachinesOperationInspector,Unmarried,Black,Female,0,0,40,United-States,0
2001,25,Private,456618,7th-8th,4,NeverMarried,MachinesOperationInspector,Unmarried,White,Male,0,0,40,El-Salvador,0
20027,27,Private,168470,Bachelors,13,NeverMarried,ExecutiveManagerial,NotInFamily,White,Male,0,0,40,United-States,0
2064,47,Private,162187,Bachelors,13,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,45,United-States,1
32938,25,Private,34803,Bachelors,13,NeverMarried,ExecutiveManagerial,OwnChild,White,Female,0,0,20,United-States,0
1508,36,Private,289223,College,10,MarriedCivilianSpouse,AdministrativeClerk,Wife,White,Female,0,1848,40,United-States,1
6684,17,LocalGovernment,99568,10th,6,NeverMarried,ProfessionalSpecialty,OwnChild,White,Female,0,0,10,United-States,0
17944,28,,162312,College,10,NeverMarried,,OwnChild,AsianPacificIslander,Male,0,0,40,South,0
20003,21,Private,118186,College,10,NeverMarried,Sales,OwnChild,Black,Female,0,0,20,United-States,0
5578,33,SelfEmployedIncluded,202153,Masters,14,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
26044,33,Private,191856,College,10,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
8090,45,,189564,Masters,14,MarriedCivilianSpouse,,Wife,White,Female,0,0,1,United-States,0
5612,57,Private,69884,HighSchoolGraduate,9,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,40,United-States,1
29093,36,Private,174242,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,7298,0,50,United-States,1
26654,53,Private,139522,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Wife,White,Female,0,1573,40,Italy,0
5336,47,Private,287828,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Wife,White,Female,0,0,40,United-States,1
9547,62,Private,110586,College,10,Widowed,PrivateHouseServant,Unmarried,White,Female,0,0,40,United-States,0
23351,51,,156877,9th,5,Separated,,NotInFamily,White,Male,0,0,60,United-States,0
4142,47,Private,252079,Bachelors,13,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,7688,0,44,United-States,1
7939,48,Private,44907,Bachelors,13,Divorced,TechSupport,NotInFamily,White,Female,0,0,45,United-States,0
28394,43,Private,196084,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,55,United-States,0
33181,37,Private,212465,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
13037,64,Private,86972,College,10,Divorced,ExecutiveManagerial,Unmarried,White,Female,0,0,40,United-States,0
6017,45,Private,260543,Masters,14,Widowed,MachinesOperationInspector,OtherRelative,AsianPacificIslander,Female,0,0,40,China,0
23291,42,SelfEmployedIncluded,123838,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,1977,50,United-States,1
12225,52,SelfEmployedNotIncluded,89028,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,AsianPacificIslander,Male,0,0,40,United-States,0
23105,28,Private,215955,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,3103,0,40,United-States,1
17620,17,Private,195505,10th,6,NeverMarried,Sales,OwnChild,White,Male,0,0,5,United-States,0
29936,33,Private,58582,HighSchoolGraduate,9,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
21016,65,SelfEmployedNotIncluded,145628,10th,6,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
805,30,Private,131588,HighSchoolGraduate,9,NeverMarried,CraftRepair,NotInFamily,Black,Female,0,0,45,United-States,0
12950,52,Private,186272,HighSchoolGraduate,9,Divorced,Sales,NotInFamily,White,Male,0,0,40,United-States,0
2252,63,Private,195338,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,15024,0,45,United-States,1
3671,37,Private,218188,HighSchoolGraduate,9,Divorced,MachinesOperationInspector,OtherRelative,White,Female,0,0,32,United-States,0
26426,41,SelfEmployedIncluded,93227,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,AsianPacificIslander,Male,0,1977,60,Taiwan,1
25409,36,Private,204527,HighSchoolGraduate,9,NeverMarried,CraftRepair,Unmarried,White,Male,1506,0,40,United-States,0
31785,36,Private,112264,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,50,United-States,0
33799,21,Private,123868,College,10,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,40,United-States,0
27015,23,Private,189017,Bachelors,13,NeverMarried,Sales,NotInFamily,White,Male,0,0,55,United-States,0
13437,20,StateGovernment,205895,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,10,United-States,0
32570,17,StateGovernment,117906,10th,6,NeverMarried,FarmingFishing,OwnChild,White,Male,0,0,40,United-States,0
17332,28,Private,219863,AssociatesAcademy,12,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,40,United-States,0
11690,18,SelfEmployedIncluded,184920,HighSchoolGraduate,9,NeverMarried,FarmingFishing,OwnChild,White,Male,0,0,25,United-States,0
31490,36,Private,94565,AssociatesVocationalSchool,11,Divorced,TechSupport,NotInFamily,White,Male,0,0,40,United-States,0
25738,29,Private,236992,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Husband,Black,Male,0,0,50,United-States,0
26367,58,SelfEmployedNotIncluded,211547,12th,8,Divorced,Sales,NotInFamily,White,Female,0,0,52,United-States,0
19355,77,,152900,5th-6th,3,MarriedCivilianSpouse,,Husband,White,Male,0,0,20,United-States,0
14197,24,Private,172594,Bachelors,13,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,40,United-States,0
28949,59,Private,117059,11th,7,MarriedCivilianSpouse,TransportMoving,Husband,AmericanIndianEskimo,Male,0,0,40,United-States,0
19266,24,,154373,HighSchoolGraduate,9,MarriedCivilianSpouse,,Wife,White,Female,0,0,25,United-States,0
20270,31,LocalGovernment,219883,HighSchoolGraduate,9,NeverMarried,ProtectiveServices,NotInFamily,Black,Male,0,0,40,United-States,0
33862,46,Private,116789,HighSchoolGraduate,9,MarriedCivilianSpouse,AdministrativeClerk,Husband,White,Male,0,0,40,United-States,1
16667,33,Private,104525,HighSchoolGraduate,9,MarriedCivilianSpouse,HandlersCleaners,Husband,White,Male,0,0,40,United-States,0
12964,27,Private,239130,HighSchoolGraduate,9,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,2444,40,United-States,1
25982,32,StateGovernment,71151,Bachelors,13,MarriedCivilianSpouse,TechSupport,Husband,White,Male,0,0,20,United-States,0
11911,58,Private,127264,10th,6,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,50,United-States,0
6698,39,Private,206888,College,10,Divorced,AdministrativeClerk,NotInFamily,White,Female,0,0,40,United-States,0
32439,81,Private,184615,7th-8th,4,Widowed,MachinesOperationInspector,Unmarried,White,Female,1264,0,40,United-States,0
23516,20,Private,110998,College,10,NeverMarried,AdministrativeClerk,OwnChild,AsianPacificIslander,Female,0,0,30,United-States,0
6059,45,SelfEmployedNotIncluded,244194,AssociatesAcademy,12,MarriedCivilianSpouse,Sales,Husband,White,Male,5178,0,40,United-States,1
18225,46,Private,173243,HighSchoolGraduate,9,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
17949,42,SelfEmployedNotIncluded,170649,College,10,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,60,United-States,0
20058,17,Private,270942,HighSchoolGraduate,9,NeverMarried,OtherService,OtherRelative,White,Male,0,0,35,Mexico,0
33023,70,SelfEmployedIncluded,232871,College,10,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,30,United-States,0
4699,31,Private,214235,HighSchoolGraduate,9,MarriedCivilianSpouse,OtherService,Husband,White,Male,0,0,65,United-States,0
10751,46,Private,56841,HighSchoolGraduate,9,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,0
3321,35,Private,48779,HighSchoolGraduate,9,MarriedCivilianSpouse,FarmingFishing,Husband,White,Male,0,0,35,United-States,0
21577,28,Private,199903,Bachelors,13,NeverMarried,AdministrativeClerk,NotInFamily,White,Female,0,0,20,United-States,0
15865,55,Private,161423,Masters,14,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,52,United-States,1
10465,25,Private,226891,AssociatesVocationalSchool,11,NeverMarried,OtherService,OtherRelative,AsianPacificIslander,Female,0,0,40,,0
20853,48,StateGovernment,327886,Doctorate,16,Divorced,ProfessionalSpecialty,OwnChild,White,Male,0,0,50,United-States,1
12447,34,Private,230246,HighSchoolGraduate,9,NeverMarried,CraftRepair,NotInFamily,White,Male,2202,0,99,United-States,0
4774,54,,155755,HighSchoolGraduate,9,Divorced,,NotInFamily,White,Female,4416,0,25,United-States,0
6576,55,Private,173832,Masters,14,Divorced,Sales,NotInFamily,White,Male,10520,0,40,United-States,1
29293,51,Private,250423,Masters,14,MarriedCivilianSpouse,Sales,Husband,White,Male,0,0,55,United-States,1
4710,53,Private,20438,College,10,Separated,ExecutiveManagerial,Unmarried,AmericanIndianEskimo,Female,0,0,15,United-States,0
17232,36,Private,181382,AssociatesVocationalSchool,11,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,3103,0,40,United-States,1
29485,27,,188711,College,10,Divorced,,NotInFamily,White,Male,0,0,30,United-States,0
17223,45,SelfEmployedIncluded,67001,College,10,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,50,United-States,0
13654,18,,97474,HighSchoolGraduate,9,NeverMarried,,OwnChild,White,Female,0,0,20,United-States,0
8741,36,Private,243409,Bachelors,13,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,45,United-States,0
23917,29,Private,133136,12th,8,MarriedCivilianSpouse,TransportMoving,Husband,White,Male,0,0,40,United-States,1
29814,54,Private,177675,HighSchoolGraduate,9,Divorced,AdministrativeClerk,Unmarried,White,Female,0,0,42,United-States,0
24144,33,Private,348592,HighSchoolGraduate,9,NeverMarried,CraftRepair,NotInFamily,White,Male,0,0,40,United-States,1
20982,26,SelfEmployedNotIncluded,318644,ProfessionalSchool,15,NeverMarried,ProfessionalSpecialty,OwnChild,White,Male,0,0,20,United-States,0
5786,27,Private,94090,College,10,MarriedCivilianSpouse,MachinesOperationInspector,Husband,White,Male,0,0,50,United-States,0
15966,43,,396116,HighSchoolGraduate,9,MarriedCivilianSpouse,,Husband,White,Male,0,0,40,United-States,0
24560,31,Private,163003,AssociatesAcademy,12,NeverMarried,ProfessionalSpecialty,OtherRelative,AsianPacificIslander,Female,0,0,40,Philippines,0
16989,18,,297396,HighSchoolGraduate,9,NeverMarried,,OwnChild,White,Male,0,0,10,United-States,0
13561,20,Private,366929,College,10,NeverMarried,AdministrativeClerk,OwnChild,White,Female,0,0,35,United-States,0
10271,50,LocalGovernment,120190,Masters,14,Divorced,ProfessionalSpecialty,NotInFamily,White,Female,0,0,45,United-States,0
31242,57,Private,144012,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,40,United-States,1
7226,23,StateGovernment,241951,College,10,NeverMarried,ProfessionalSpecialty,NotInFamily,White,Male,0,0,40,United-States,0
2312,25,Private,92093,Bachelors,13,MarriedCivilianSpouse,ExecutiveManagerial,Husband,White,Male,0,0,20,United-States,0
27582,64,SelfEmployedNotIncluded,219661,ProfessionalSchool,15,MarriedCivilianSpouse,ProfessionalSpecialty,Husband,White,Male,0,0,9,United-States,1
28782,26,Private,488459,College,10,NeverMarried,ExecutiveManagerial,NotInFamily,White,Female,0,0,40,United-States,0
18367,39,Private,226947,7th-8th,4,Separated,OtherService,OtherRelative,White,Male,0,0,40,El-Salvador,0
12659,57,Private,161964,12th,8,MarriedCivilianSpouse,CraftRepair,Husband,White,Male,0,0,40,United-States,0
8392,21,Private,116234,College,10,NeverMarried,MachinesOperationInspector,NotInFamily,White,Male,0,0,44,United-States,0
31089,45,Private,162915,College,10,Divorced,TransportMoving,NotInFamily,White,Male,0,0,50,United-States,0
